source_index,source_label,model_label,split,identity_name,image_path
2006,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2006.png
2142,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2142.png
168,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/168.png
2213,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2213.png
1765,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1765.png
1408,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1408.png
1110,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1110.png
2461,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2461.png
2979,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2979.png
1235,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1235.png
2065,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2065.png
2760,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2760.png
2289,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2289.png
2562,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2562.png
739,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/739.png
2532,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2532.png
2991,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2991.png
2405,35,7,train,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2405.png
1153,35,7,val,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1153.png
1315,35,7,val,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1315.png
1175,35,7,val,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1175.png
605,35,7,val,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/605.png
1185,35,7,val,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1185.png
316,35,7,val,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/316.png
329,35,7,val,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/329.png
1014,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1014.png
2749,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2749.png
1634,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1634.png
2927,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2927.png
2332,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2332.png
2755,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2755.png
2047,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/2047.png
1609,35,7,test,Junichiro_Koizumi,data/processed/Junichiro_Koizumi/1609.png
936,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/936.png
1617,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1617.png
1428,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1428.png
959,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/959.png
865,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/865.png
1388,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1388.png
1604,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1604.png
799,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/799.png
1372,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1372.png
256,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/256.png
2841,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2841.png
2200,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2200.png
2902,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2902.png
2672,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2672.png
782,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/782.png
948,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/948.png
1266,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1266.png
2112,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2112.png
13,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/13.png
1672,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1672.png
943,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/943.png
2260,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2260.png
2814,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2814.png
49,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/49.png
1474,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1474.png
879,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/879.png
1,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1.png
2181,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2181.png
1174,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1174.png
1603,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1603.png
354,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/354.png
2874,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/2874.png
628,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/628.png
278,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/278.png
1836,25,8,train,Jean_Chretien,data/processed/Jean_Chretien/1836.png
2806,25,8,val,Jean_Chretien,data/processed/Jean_Chretien/2806.png
805,25,8,val,Jean_Chretien,data/processed/Jean_Chretien/805.png
157,25,8,val,Jean_Chretien,data/processed/Jean_Chretien/157.png
2229,25,8,val,Jean_Chretien,data/processed/Jean_Chretien/2229.png
230,25,8,val,Jean_Chretien,data/processed/Jean_Chretien/230.png
1240,25,8,val,Jean_Chretien,data/processed/Jean_Chretien/1240.png
643,25,8,val,Jean_Chretien,data/processed/Jean_Chretien/643.png
674,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/674.png
336,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/336.png
2781,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/2781.png
1770,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/1770.png
594,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/594.png
245,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/245.png
385,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/385.png
1565,25,8,test,Jean_Chretien,data/processed/Jean_Chretien/1565.png
1150,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1150.png
829,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/829.png
707,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/707.png
913,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/913.png
1966,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1966.png
2279,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2279.png
2958,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2958.png
1012,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1012.png
1676,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1676.png
180,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/180.png
2875,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2875.png
381,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/381.png
1923,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1923.png
2128,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2128.png
1567,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1567.png
2795,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2795.png
224,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/224.png
1628,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1628.png
1659,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1659.png
130,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/130.png
1391,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1391.png
2152,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2152.png
625,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/625.png
2135,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2135.png
1416,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1416.png
1238,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1238.png
2778,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2778.png
1778,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1778.png
2598,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2598.png
45,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/45.png
2735,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2735.png
1088,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/1088.png
431,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/431.png
2078,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2078.png
2054,31,9,train,John_Ashcroft,data/processed/John_Ashcroft/2054.png
1496,31,9,val,John_Ashcroft,data/processed/John_Ashcroft/1496.png
1936,31,9,val,John_Ashcroft,data/processed/John_Ashcroft/1936.png
36,31,9,val,John_Ashcroft,data/processed/John_Ashcroft/36.png
1766,31,9,val,John_Ashcroft,data/processed/John_Ashcroft/1766.png
1378,31,9,val,John_Ashcroft,data/processed/John_Ashcroft/1378.png
2430,31,9,val,John_Ashcroft,data/processed/John_Ashcroft/2430.png
2385,31,9,val,John_Ashcroft,data/processed/John_Ashcroft/2385.png
1407,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/1407.png
2374,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/2374.png
556,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/556.png
1198,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/1198.png
2037,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/2037.png
808,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/808.png
95,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/95.png
296,31,9,test,John_Ashcroft,data/processed/John_Ashcroft/296.png
